"tahmea";"collant";;"adjectif"
"säästöporsas";"tirelire";;"nom"
"säästää";"économiser";;"verbe"
"säästeliäs";"économe";;"adjectif"
"sääri";"jambe (moitié basse)";;"nom"
"sääntö";"règle (règlement, loi, etc…)";;"nom"
"sää";"temps (météo)";;"nom"
"sävelttää";"composer (musique)";;"verbe"
"säveltäjä";"compositeur";;"nom"
"sävelmä";"mélodie";;"nom"
"säteillä";"rayonner";;"verbe"
"särkyä";"se briser";;"verbe"
"särkeä";"briser/faire mal";;"verbe"
"sänky";"lit";;"nom"
"sämpylä";"petit pain";;"nom"
"säkkipimeä";"noir comme dans un four";;"adjectif"
"säkki";"sac, cabas";;"nom"
"säilyttää";"conserver, préserver";;"verbe"
"säilyke";"boîte de conserve";;"nom"
"säiliö";"contenant, réservoir, citerne";;"nom"
"säikähtää";"s’effrayer";;"verbe"
"säikky";"craintif";;"adjectif"
"säihkyä";"scintiller";;"verbe"
"sähly";"floorball";;"nom"
"sähköposti";"e-mail";;"nom"
"sähkö";"éléctricité";;"nom"
"säestää";"accompagner (musique)";;"verbe"
"syöttötuoli";"chaise haute (bébé)";;"nom"
"syöttää";"nourrir/passer (sport)";;"verbe"
"syötti";"appat";;"verbe"
"syöpä";"cancer";;"nom"
"syöksyä";"chuter, plonger, descendre en piqué";;"verbe"
"syödä";"manger";;"verbe"
"syvä";"profond";;"adjectif"
"sytyttää";"allumer, mettre le feu à";;"verbe"
"syttyä";"prendre feu, s’allumer";;"verbe"
"syrjäinen";"lointain, isolé";;"adjectif"
"syrjiä";"discriminer";;"verbe"
"syntymäpäivä";"anniversaire";;"nom"
"synnyttää";"accoucher";;"verbe"
"synkkä";"lugubre, obscur";;"adjectif"
"sylkeä";"cracher";;"verbe"
"syli";"(dans) les bras, (sur) les genoux";;"nom"
"syksy";"automne";;"nom"
"sydän";"cœur";;"nom"
"suuttua";"s’énerver";;"verbe"
"suutari";"cordonnier";;"nom"
"suuri";"grand, gros";;"adjectif"
"suurennuslasi";"loupe";;"nom"
"suurenmoinen";"magnifique, splendide";;"adjectif"
"suunnitella";"planifier, concevoir";;"verbe"
"suunnistaa";"naviguer, s’orienter";;"verbe"
"suullinen";"oral";;"adjectif"
"suukotella";"s'embrasser";;"verbe"
"suukko";"bisou";;"nom"
"suu";"bouche";;"nom"
"susi";"loup";;"nom"
"surullinen";"triste";;"adjectif"
"suru";"tristesse";;"nom"
"surra";"être en deuil de, déplorer";;"verbe"
"surmata";"tuer";;"verbe"
"surkea";"misérable, terrible";;"adjectif"
"surina";"bourdonnement";;"nom"
"surfata";"surfer";;"verbe"
"surettaa";"attrister";;"verbe"
"suppilo";"entonnoir";;"nom"
"suostutella";"(essayer de) persuader";;"verbe"
"suostua";"confirmer, répondre par l'affirmative";;"verbe"
"suosittu";"populaire";;"adjectif"
"suosikki";"préféré, favori";;"adjectif"
"suosia";"préférer, favoriser";;"verbe"
"suora";"droit, direct";;"adjectif"
"suomu";"écaille";;"nom"
"suomentaa";"traduire en finnois";;"verbe"
"suomalainen";"finlandais";;"adjectif"
"suoli";"intestin";;"nom"
"suolainen";"salé";;"adjectif"
"suola";"sel";;"nom"
"suojella";"abriter, protéger (de qqch d'abstrait)";;"verbe"
"suojautua";"s'abriter, se protéger";;"verbe"
"suojatie";"passage piéton";;"nom"
"suojata";"abriter, protéger (de qqch de phys)";;"verbe"
"suoja";"abri, refuge";;"nom"
"suo";"marais";;"nom"
"sumu";"brouillard";;"nom"
"summeri";"bipeur, buzzer (ex. sonnette)";;"nom"
"suloinen";"mignon, adorable";;"adjectif"
"sulloa";"bourrer, fourrer";;"verbe"
"sulkea";"fermer";;"verbe"
"sulka";"longue plume";;"nom"
"sulhanen";"futur/jeune marié";;"nom"
"sulattaa";"fondre (qqch)";;"verbe"
"sulaa";"fondre, être digéré";;"verbe"
"sukupuutto";"extinction (d'une espèce)";;"nom"
"sukupuoli";"genre (masc ou fem)";;"nom"
"sukunimi";"nom de famille";;"nom"
"sukulainen";"appartenant à la même famille";;"adjectif"
"suku";"membre de la famille/espèce (animale)";;"nom"
"suksi";"ski (de fond, objet)";;"nom"
"suklaa";"chocolat";;"nom"
"sukkahousut";"collants";;"nom"
"sukka";"chaussette";;"nom"
"sukeltaa";"nager sous l'eau, plonger";;"verbe"
"sukellusvene";"sous-marin";;"nom"
"sujua";"se dérouler, se passer ";;"verbe"
"suitset";"rênes";;"nom"
"suippo";"pointu";;"adjectif"
"suihku";"douche";;"nom"
"sudenkorento";"libellule";;"nom"
"stuertti";"stewart";;"nom"
"strutsi";"autruche";;"nom"
"stressi";"stress";;"nom"
"stipendi";"prix (récompense scolaire), bourse (d'études)";;"nom"
"stereot";"stéréo, chaîne hi-fi";;"nom"
"steariini";"stéarine";;"nom"
"stadion";"stade";;"nom"
"spagetti";"spaghetti";;"nom"
"sovittaa";"essayer (vêtements)";;"verbe"
"sovinto";"réconciliation";;"nom"
"soutaa";"ramer";;"verbe"
"sotkuinen";"en désordre, en bordel";;"adjectif"
"sotkea";"salir, mettre en désordre/mélanger";;"verbe"
"sotilas";"soldat";;"nom"
"sotia";"faire la guerre";;"verbe"
"sota";"guerre";;"nom"
"sosiaaliturvatunnus";"numéro de sécurité sociale";;"nom"
"sosiaaliturva";"sécurité sociale";;"nom"
"sose";"purée, mousse, bouillie";;"nom"
"sortua";"s'écrouler";;"verbe"
"sortsit";"short";;"nom"
"sorsa";"canard, cygne, oie";;"nom"
"sormus";"bague";;"nom"
"sormikas";"gant";;"nom"
"sormi";"doigt";;"nom"
"sopiva";"qui va, conforme, convenable";;"adjectif"
"sopia";"convenir, aller, s'accorder";;"verbe"
"sopeutua";"s'adapter, s'ajuster";;"verbe"
"sonni";"taureau";;"nom"
"solu";"cellule (biologie)/colocation";;"nom"
"solmu";"nœud";;"nom"
"solmio";"cravatte";;"nom"
"solmia";"nouer";;"verbe"
"sokki";"choc";;"nom"
"sokkeloinen";"labyrinthique";;"adjectif"
"sokeri";"sucre";;"nom"
"sokea";"aveugle";;"nom"
"soittaa";"jouer d'un instrument/jouer de la musique/appeller au téléphone/sonner à la porte";;"verbe"
"soitin";"instrument de musique/lecteur de musique";;"nom"
"soikea";"ovale";;"nom"
"soihtu";"torche";;"nom"
"soida";"sonner, émettre de la musique";;"verbe"
"sohva";"canapé";;"nom"
"slummi";"bidonville";;"nom"
"skorpioni";"scorpion";;"nom"
"skootteri";"scooter";;"nom"
"sivu";"page";;"nom"
"sivistynyt";"civilisé, éduqué, érudit";;"adjectif"
"siviilisääty";"statut marital";;"nom"
"siviili";"civil";;"nom"
"sivellin";"pinceau";;"nom"
"sitruuna";"citron";;"nom"
"sitoa";"attacher (corde), lier, bander";;"verbe"
"sisämaa";"intérieur des terres";;"nom"
"sisältö";"contenu";;"nom"
"sisältää";"contenir";;"verbe"
"sisu";"persévérance, courage, détermination";;"nom"
"siskokset";"sœurs";;"nom"
"sisko";"sœur";;"nom"
"sisarus";"frère ou sœur";;"nom"
"sirpale";"fragment, éclat";;"nom"
"siro";"menu, gracile";;"adjectif"
"sirkus";"cirque";;"nom"
"sireeni";"sirène (d'alarme)/lilas";;"nom"
"sipuli";"oignon";;"nom"
"sinnikäs";"déterminé, persistant";;"adjectif"
"sininen";"bleu";;"adjectif"
"sinappi";"moutarde";;"nom"
"simpukka";"palourde, moule, coquillage comestible";;"nom"
"simpanssi";"chimpanzé";;"nom"
"sima";"citronade bue à l'occasion du Vappu";;"nom"
"silta";"pont";;"nom"
"silputa";"découper (en petits morceaux)";;"verbe"
"silmäripset";"cils";;"nom"
"silmälasit";"lunettes";;"nom"
"silmä";"œil";;"nom"
"silmukka";"boucle";;"nom"
"silminnäkijä";"témoin";;"nom"
"silli";"hareng (atlantique)";;"nom"
"silkki";"soie";;"nom"
"silitysrauta";"fer à repasser";;"verbe"
"silittää";"repasser (vêtement)/caresser (animal)";;"verbe"
"sileä";"lisse, plane";;"adjectif"
"silakka";"hareng (baltique)";;"nom"
"sikala";"porcherie";;"nom"
"sika";"cochon";;"nom"
"sijata";"faire le lit";;"verbe"
"siivota";"nettoyer";;"verbe"
"siivooja";"personnel de ménage";;"nom"
"siivet";"ailes";;"nom"
"siitepöly";"pollen";;"nom"
"siisti";"propre";;"adjectif"
"siirtää";"déplacer";;"verbe"
"siirtyä";"se déplacer, bouger";;"verbe"
"siirtolainen";"migrant";;"nom"
"siirappi";"sirop";;"nom"
"siima";"fil de pêche";;"nom"
"siili";"hérisson";;"nom"
"sihteeri";"secrétaire";;"nom"
"sievä";"mignon, joli";;"adjectif"
"sierain";"narine";;"nom"
"sieni";"champignon";;"nom"
"siemen";"graine";;"nom"
"side";"bandage, lien/serviette hygyénique";;"nom"
"seutu";"région, zone";;"nom"
"seurustella";"se fréquenter, passer du temps ensemble";;"verbe"
"seurue";"groupe, entourage";;"nom"
"seura";"compagnie, association, club";;"nom"
"setä";"oncle";;"nom"
"seteli";"billet";;"nom"
"serkku";"cousin";;"nom"
"seppä";"forgeron";;"nom"
"seppele";"couronne de fleurs";;"nom"
"selvitä";"se résoudre, guérir";;"verbe"
"selvittää";"examiner, clarifier, dénouer";;"verbe"
"selli";"cellule (prison)";;"nom"
"selkä";"dos";;"nom"
"selkeä";"clair (météo, concept)";;"adjectif"
"selittää";"expliquer";;"verbe"
"selata";"feuilleter (journal, livre)";;"verbe"
"sekunti";"seconde";;"nom"
"sekoittaa";"mélanger";;"verbe"
"sekava";"confus, mélangé";;"adjectif"
"seisoa";"être debout/être immobile/s'arrêter";;"verbe"
"seinä";"mur";;"nom"
"seikkailla";"prendre un risque, partir à l'aventure";;"verbe"
"seepra";"zèbre";;"nom"
"savuta";"fumer";;"verbe"
"savupiippu";"cheminée";;"nom"
"savuke";"cigarette";;"nom"
"savu";"fumée";;"nom"
"savi";"argile";;"nom"
"saunoa";"être dans un sauna";;"verbe"
"sauna";"sauna";;"nom"
"satuttaa";"se faire mal";;"verbe"
"satumainen";"de conte de fées";;"adjectif"
"satula";"selle (cheval, vélo)";;"nom"
"satu";"conte, histoire pour enfant";;"nom"
"sattua";"faire mal/arriver (qqch à qqn)";;"verbe"
"sato";"récolte";;"nom"
"sateenvarjo";"parapluie";;"nom"
"sateenkaari";"arc-en-ciel";;"nom"
"satama";"port";;"nom"
"satakieli";"rouge-gorge, rossignol";;"nom"
"sataa";"pleuvoir, neiger";;"verbe"
"sarvi";"corne, bois";;"nom"
"sarjakuva";"bande dessinée";;"nom"
"sarastaa";"se lever (jour)";;"verbe"
"sarana";"charnière, gond";;"nom"
"sanomalehti";"journal ";;"nom"
"sanko";"seau";;"nom"
"sankari";"héros";;"nom"
"sanakirja";"dictionnaire";;"nom"
"sana";"mot";;"nom"
"sampoo";"shampoing";;"nom"
"sammuttaa";"éteindre (lampe, appareil, feu)";;"verbe"
"sammua";"s'éteindre (lumière, moteur)";;"verbe"
"sammal";"mousse (végétal)";;"nom"
"sammakko";"grenouille";;"nom"
"samea";"trouble (pas transparent)";;"adjectif"
"samanlainen";"semblable";;"adjectif"
"salmi";"détroit";;"nom"
"sallia";"autoriser";;"verbe"
"salkku";"porte-documents";;"nom"
"salibandy";"floorball";;"nom"
"salata";"tenir secret, taire, cacher";;"verbe"
"salapoliisi";"détéctive privé";;"nom"
"salamannopea";"rapide comme l'éclair";;"adjectif"
"salama";"éclair, flash";;"nom"
"salaisuus";"secret";;"nom"
"salainen";"secret";;"adjectif"
"salaatti";"salade";;"nom"
"sakset";"ciseaux";;"nom"
"sakko";"amende";;"nom"
"sakea";"épais (fumée, brouillard, nourriture)";;"adjectif"
"saita";"pingre";;"adjectif"
"sairaus";"maladie";;"nom"
"sairastua";"tomber malade";;"verbe"
"sairastaa";"être malade";;"verbe"
"sairas";"malade";;"adjectif"
"sairaanhoitaja";"infirmier";;"nom"
"sairaala";"hôpital";;"nom"
"saippua";"savon";;"nom"
"sahata";"scier";;"verbe"
"saha";"scie/scierie";;"nom"
"sadekuuro";"averse";;"nom"
"sade";"pluie ou neige";;"nom"
"saavuttaa";"accomplir, arriver, parvenir";;"verbe"
"saavi";"bassine";;"nom"
"saastuttaa";"polluer";;"verbe"
"saastua";"être pollué";;"verbe"
"saaste";"pollution";;"nom"
"saaristo";"archipel";;"nom"
"saari";"île";;"nom"
"saapua";"arriver";;"verbe"
"saapas";"botte";;"nom"
"saamelainen";"sami";;"adjectif"
"saamaton";"incapable, inefficace";;"adjectif"
"saalistaa";"attraper (une proie)";;"verbe"
"saalis";"prise, butin";;"nom"
"saada";"obtenir, avoir";;"verbe"
"röyhtäistä";"roter";;"verbe"
"röhkiä";"grogner (son du cochon)";;"verbe"
"räätäli";"tailleur";;"nom"
"rääkätä";"torturer, maltraiter (animal)";;"verbe"
"räväkkä";"audacieux, impertinent";;"adjectif"
"räsymatto";"tapis fait de vieux tissus";;"nom"
"räpylä";"palme";;"nom"
"räntä";"mélange neige et eau";;"nom"
"rämpiä";"patauger (neige, eau), marcher difficilement";;"verbe"
"räiskäle";"pancake fin";;"nom"
"räikeä";"criard";;"adjectif"
"rähjäinen";"sale, pas propre";;"adjectif"
"ryöstää";"voler, dérober";;"verbe"
"ryömiä";"ramper";;"verbe"
"rytmi";"rythme";;"nom"
"rystyset";"articulations/jointures des doigts";;"nom"
"ryppy";"ride, froissure";;"nom"
"rypistää";"froisser";;"verbe"
"rypyistä";"se froisser, se rider";;"verbe"
"ryhti";"posture";;"nom"
"ruuvi";"vis";;"nom"
"ruutu";"rectangle, carré, écran, panneau";;"nom"
"ruusu";"rose (fleur)";;"nom"
"ruumis";"corps";;"nom"
"ruukku";"pot de fleur";;"nom"
"ruuhka";"bouchon, ralentissement (transport)";;"nom"
"ruuanlaitto";"cuisine (activité)";;"nom"
"rutistaa";"écraser";;"verbe"
"ruskettua";"bronzer";;"verbe"
"ruskea";"brun, marron";;"adjectif"
"ruska";"période du jaunissement des feuilles";;"nom"
"rusina";"raisin sec";;"nom"
"rusetti";"flot, noeud papillon";;"nom"
"rusakko";"lièvre";;"nom"
"rupi";"croûte (blessure)";;"nom"
"ruoto";"arête";;"nom"
"ruoste";"rouille";;"nom"
"ruokkia";"nourrir (animaux)";;"verbe"
"ruokalista";"menu (restaurant)";;"nom"
"ruokala";"cantine ";;"nom"
"ruokajuoma";"boisson (avec le repas)";;"nom"
"ruokailuvälineet";"couverts";;"nom"
"ruokailu";"repas";;"nom"
"ruokailla";"se nourrir, manger";;"verbe"
"ruoka";"nourriture";;"nom"
"ruohonleikkuri";"tondeuse à gazon";;"nom"
"runoilija";"poète";;"nom"
"runo";"poème";;"nom"
"rumpu";"tambour, batterie";;"nom"
"rumpali";"batteur, percussioniste";;"nom"
"ruma";"moche, laid";;"adjectif"
"rullaluistimet";"rollers";;"nom"
"rullalauta";"skateboard";;"nom"
"rukoilla";"prier";;"verbe"
"ruisleipä";"pain de seigle";;"nom"
"ruiskuttaa";"arroser, asperger/injecter";;"verbe"
"ruisku";"arroseur, diffuseur/seringue";;"nom"
"ruis";"seigle";;"nom"
"rouva";"dame, madame";;"nom"
"rotta";"rat";;"nom"
"roteva";"robuste, solide (personne)";;"adjectif"
"roska";"déchet";;"nom"
"rooli";"rôle";;"nom"
"romu";"objet cassé, ferraille";;"nom"
"romanttinen";"romantique";;"adjectif"
"romanssi";"romance";;"nom"
"romahtaa";"s'effondrer, s'écrouler";;"verbe"
"romaani";"roman";;"nom"
"rokottaa";"vacciner";;"verbe"
"roiskua";"éclabousser";;"verbe"
"roiskia";"éclabousser";;"verbe"
"roikkua";"pendre, être accroché";;"verbe"
"roihuta";"flamber";;"verbe"
"rohkea";"courageux";;"adjectif"
"rohkaista";"encourager";;"verbe"
"rohjeta";"oser";;"verbe"
"robotti";"robot";;"nom"
"rivitalo";"maison mitoyenne";;"nom"
"rivi";"ligne";;"nom"
"risti";"croix";;"nom"
"risteys";"intersection (route)";;"nom"
"risteily";"croisière";;"nom"
"ripustaa";"pendre, accrocher";;"verbe"
"ripsiväri";"mascara";;"nom"
"ripeä";"rapide";;"adjectif"
"ripaus";"pincée";;"nom"
"rinta";"torse, poitrine, seins";;"nom"
"rinkka";"sac à dos de camping";;"nom"
"rinkeli";"bagel, bretzel, donut";;"nom"
"rimpuilla";"se débattre, tenter de s'échapper";;"verbe"
"rikos";"crime";;"nom"
"rikkollinen";"criminel";;"adjectif"
"rikkoa";"casser, briser";;"verbe"
"rikkinäinen";"cassé, brisé";;"adjectif"
"rikas";"riche";;"adjectif"
"riittää";"attre assez/suffisant";;"verbe"
"riita";"désaccord, discorde";;"nom"
"riisua";"se dévetir";;"verbe"
"riisipuuro";"riz au lait";;"nom"
"riisi";"riz";;"nom"
"riidellä";"se disputer";;"verbe"
"rihkama";"babiole";;"nom"
"rieska";"pain lapon";;"nom"
"rientää";"se dépécher, se précipiter";;"verbe"
"riemuita";"jubiler";;"verbe"
"riemastua";"se réjouir";;"verbe"
"riehua";"s'agiter, se déchaîner";;"verbe"
"riehakas";"exubérant, turbulent, fougeux";;"adjectif"
"revontulet";"aurores boréales";;"nom"
"reviiri";"territoire (animal)";;"nom"
"revetä";"se déchirer";;"verbe"
"reuna";"bord, bordure";;"nom"
"retki";"excursion, balade";;"nom"
"retkeillä";"faire une excursion, une balade";;"verbe"
"retiisi";"radis";;"nom"
"resepti";"recette (cuisine)/prescription";;"nom"
"reppu";"sac à dos";;"nom"
"repiä";"déchirer/tirer très fort";;"verbe"
"repeytyä";"se trouer, se déchirer";;"verbe"
"rentoutua";"se détendre";;"verbe"
"rento";"détendu";;"adjectif"
"rengas";"pneu/anneau, cerceau";;"nom"
"remontti";"rénovation";;"nom"
"rekisterikilpi";"plaque d'immatriculation";;"nom"
"reki";"traineau";;"nom"
"reitti";"chemin, parcours";;"nom"
"reisi";"cuisse";;"nom"
"reipas";"animé, joyeux";;"adjectif"
"reikä";"trou";;"nom"
"rehtori";"directeur (école)";;"nom"
"rehti";"droit, intègre";;"adjectif"
"rehkiä";"se surmener, travailler trop";;"verbe"
"rehellinen";"honnête";;"adjectif"
"ravit";"courses de chevaux";;"nom"
"ravistaa";"secouer";;"verbe"
"ravintola";"restaurant";;"nom"
"ravinto";"nutrition";;"nom"
"rautatieasema";"gare ferrovière";;"nom"
"rautatie";"chemin de fer";;"nom"
"rauta";"fer";;"nom"
"raukea";"détendu, apaisé";;"adjectif"
"rauhoittaa";"calmer, apaiser/préserver (animal)";;"verbe"
"rauhoitella";"essayer de calmer";;"verbe"
"rauhaton";"nerveux, pas tranquille";;"adjectif"
"rauhallinen";"paisible, tranquille";;"adjectif"
"rauha";"paix, calme";;"nom"
"ratti";"volant (voiture)";;"nom"
"ratsastaa";"chevaucher";;"verbe"
"ratketa";"se déchirer/se résoudre";;"verbe"
"ratkaista";"résoudre";;"verbe"
"rasva";"gras (alimentaire ou cosmétique)";;"nom"
"rasti";"croix";;"nom"
"raskas";"lourd";;"adjectif"
"raskaana";"enceinte";;"adverbe"
"rasisti";"raciste";;"nom"
"rasia";"(petite) boîte";;"nom"
"rapu";"écrevisse, crabe";;"nom"
"rapea";"croquant";;"adjectif"
"raparperi";"rhubarbe";;"nom"
"rapa";"boue";;"nom"
"raottaa";"entrouvrir";;"verbe"
"rantavahti";"maître-nageur";;"nom"
"ranta";"plage";;"nom"
"ranskanperunat";"frites";;"nom"
"ranne";"poignet";;"nom"
"rankkasade";"averse, trombe";;"nom"
"rangaistus";"condamnation, punition";;"nom"
"ralli";"rally";;"nom"
"rako";"fissure";;"nom"
"rakkaus";"amour";;"nom"
"raketti";"fusée, feu d'artifice";;"nom"
"rakennus";"bâtiment/construction";;"nom"
"rakastua";"tomber amoureux";;"verbe"
"rakastaa";"aimer";;"verbe"
"rakas";"cher (être, personne, animal, objet)";;"adjectif"
"rajuilma";"tempête";;"nom"
"raju";"violent, intense";;"adjectif"
"raja";"frontière";;"nom"
"raivostua";"enrager, péter un plomb";;"verbe"
"raitiovaunu";"tramway";;"nom"
"raita";"bande (motif ou sonore)";;"nom"
"raikas";"frais";;"adjectif"
"radio";"radio";;"nom"
"raataa";"travailler très dur et longtemps";;"verbe"
"raapia";"gratter";;"verbe"
"Raamattu";"Bible";;"nom"
"raaka";"cru/pas mûr/brutal";;"adjectif"
"raaja";"membre (bras, jambe)";;"nom"
"raahata";"tirer, porter";;"verbe"
"pöytäliina";"nappe";;"nom"
"pöytä";"table";;"nom"
"pölynimuri";"aspirateur";;"nom"
"pölyinen";"poussiéreux";;"adjectif"
"pöly";"poussière";;"nom"
"pöllö";"chouette, hibou";;"nom"
"pökertyä";"s'évanouir";;"verbe"
"päättää";"décider/achever";;"verbe"
"päättyä";"s'achever";;"verbe"
"pääsylippu";"ticket d'entrée";;"nom"
"päästä";"arriver/obtenir, réussir";;"verbe"
"pääskynen";"hirondelle";;"nom"
"pääsiäinen";"Pâques";;"nom"
"päärynä";"poire";;"nom"
"päänsärky";"mal de tête";;"nom"
"päämäärä";"objectif, but";;"nom"
"päällikkö";"chef, leader";;"nom"
"pääkaupunki";"capitale";;"nom"
"pääkallo";"crâne";;"nom"
"päähänpisto";"lubie, caprice";;"nom"
"päähine";"couvre-chef";;"nom"
"pää";"tête";;"nom"
"pässi";"bélier";;"nom"
"pärskyä";"éclabousser";;"verbe"
"pärskiä";"éclabousser, postilloner";;"verbe"
"päiväuni";"sieste";;"nom"
"päivantasaaja";"équateur";;"nom"
"päivänsankari";"homme du jour";;"nom"
"päivänkakkara";"marguerite";;"nom"
"päivämäärä";"date";;"nom"
"päivällinen";"dîner";;"nom"
"päiväkoti";"crèche, garderie";;"nom"
"päiväkirja";"journal (intime)";;"nom"
"päivä";"matin/journée";;"nom"
"päivettyä";"bronzer";;"verbe"
"päihde";"substance psychoactive (drogue, alcool, médiacement)";;"nom"
"pähkinän";"noix, fruit à coque";;"nom"
"pyörätuoli";"fauteuil roulant";;"nom"
"pyörätie";"piste cyclable";;"nom"
"pyöräilykypärä";"casque de vélo";;"nom"
"pyöräillä";"faire du vélo";;"verbe"
"pyörtyä";"s’évanouir";;"verbe"
"pyörryttää";"avoir la tête qui tourne";;"verbe"
"pyörremyrsky";"ouragan, cyclone";;"nom"
"pyöriä";"rouler, tourner";;"verbe"
"pyöreä";"rond";;"adjectif"
"pyytää";"demander/chasser, pêcher";;"verbe"
"pyykkipoika";"pince à linge";;"nom"
"pyykki";"linge ";;"nom"
"pyykinpesukone";"machine à laver";;"verbe"
"pyyhkiä";"essuyer/gommer";;"verbe"
"pyyhekumi";"gomme";;"nom"
"pyyhe";"serviette";;"nom"
"pyydystää";"attraper, piéger";;"verbe"
"pysäyttää";"arrêter, stoper";;"verbe"
"pysäköintialue";"parking";;"nom"
"pysäköidä";"garer (voiture)";;"verbe"
"pysäkki";"arrêt (bus, train)";;"nom"
"pysähtyä";"s'arrêter";;"verbe"
"pysyä";"rester";;"verbe"
"pystyä";"pouvoir";;"verbe"
"pyryttää";"neiger beaucoup";;"verbe"
"pyrstö";"queue (oiseau ou poisson)";;"nom"
"pyrkiä";"avoir l'intention de, vouloir, candidater, essayer, avoir tendance à";;"verbe"
"pyramidi";"pyramide";;"nom"
"pyjama";"pyjama";;"nom"
"pyhä";"sacré";;"adjectif"
"puutua";"s'engourdir";;"verbe"
"puuttua";"manquer/se mêler de";;"verbe"
"puutarhuri";"jardinier";;"nom"
"puutarha";"jardin";;"nom"
"puuseppä";"menuisier";;"nom"
"puuro";"porridge";;"nom"
"puukko";"couteau (bois, chasse)";;"nom"
"puuhakas";"énergique, travailleur";;"adjectif"
"puu";"arbre";;"nom"
"putipuhdas";"propre comme un sou neuf";;"adjectif"
"pussi";"sachet, sac";;"nom"
"pussata";"faire un bisou";;"verbe"
"pusero";"blouse";;"nom"
"purukumi";"chewing-gum";;"nom"
"purra";"mordre";;"verbe"
"puro";"ruisseau";;"nom"
"purkaa";"démonter, défaire";;"verbe"
"purjevene";"voilier";;"nom"
"purjehtia";"voguer à la voile";;"nom"
"purje";"voile";;"nom"
"puristaa";"presser, serrer";;"verbe"
"purema";"piqûre, morsure";;"nom"
"pupu";"lapinou";;"nom"
"pupilli";"pupille";;"nom"
"puolustaa";"défendre";;"verbe"
"puolukka";"airelle";;"nom"
"puolittaa";"diviser en deux";;"verbe"
"puoliso";"compagnon";;"nom"
"puntari";"balance";;"nom"
"punnita";"peser";;"verbe"
"punastua";"rougir (visage)";;"verbe"
"punajuuri";"betterave";;"nom"
"punainen";"rouge";;"adjectif"
"pumpuli";"coton";;"nom"
"pulu";"pigeon";;"nom"
"pulpetti";"bureau d'écolier";;"nom"
"pulma";"soucis";;"nom"
"pullo";"bouteille";;"nom"
"pullea";"potelé, dodu";;"adjectif"
"pulla";"petit pain, brioche";;"nom"
"pulkka";"luge";;"nom"
"puku";"costume";;"nom"
"pukki";"bouc";;"nom"
"pukeutua";"s'habiller";;"verbe"
"pukea";"habiller/bien aller (vêtement)";;"verbe"
"pujottelu";"slalom";;"nom"
"puisto";"parc";;"nom"
"puinen";"en bois";;"adjectif"
"puijata";"tromper, arnarquer";;"verbe"
"puhjeta";"éclater/fleurir";;"verbe"
"puhelu";"appel téléphonique";;"nom"
"puhelin";"téléphone";;"nom"
"puhelias";"bavard";;"adjectif"
"puhe";"parole, discours";;"nom"
"puhdistaa";"nettoyer";;"verbe"
"puhdas";"propre";;"adjectif"
"puhaltaa";"souffler";;"verbe"
"pudottaa";"laisser/faire tomber";;"verbe"
"pudota";"tomber";;"verbe"
"projekti";"projet";;"nom"
"prinssi";"prince";;"nom"
"prinsessa";"princesse";;"nom"
"poutainen";"sec (météo)";;"adjectif"
"pouta";"temps sec, sans précipitations";;"nom"
"potkukelkka";"trotinette des neiges";;"nom"
"potku";"coup de pied";;"nom"
"potkia";"frapper du pied plusieurs fois";;"verbe"
"potkaista";"frapper du pied";;"verbe"
"potilas";"patient (médecine)";;"nom"
"postittaa";"poster";;"verbe"
"postinkantaja";"facteur";;"nom"
"postimerkki";"timbre";;"nom"
"postilaatikko";"boîte aux lettres";;"nom"
"postikortti";"carte postale";;"nom"
"posti";"poste/courrier";;"nom"
"poski";"joue";;"nom"
"portti";"portillon";;"nom"
"porsas";"porcelet";;"nom"
"portaat";"escaliers";;"nom"
"porraskäytävä";"cage d'escalier";;"nom"
"poro";"renne";;"nom"
"porkkana";"carotte";;"nom"
"porata";"percer (outil)/arracher (dent)";;"verbe"
"pora";"perceuse";;"nom"
"popsia";"manger rapidement (d'un enfant ou d'un animal)";;"verbe"
"poninhäntä";"queue de cheval";;"nom"
"poni";"poney";;"nom"
"pomppia";"rebondir, sautiller";;"verbe"
"polvistua";"s'agenouiller";;"verbe"
"polvi";"genou";;"nom"
"polttoaine";"carburant";;"nom"
"polttaa";"brûler, incendier";;"verbe"
"polkupyörä";"vélo";;"nom"
"polku";"chemin";;"nom"
"polkea";"piétiner/pédaler";;"verbe"
"politiikka";"politique";;"nom"
"poliitikko";"politicien";;"nom"
"pokaali";"trophée";;"nom"
"poistua";"se retirer, partir";;"verbe"
"poistaa";"enlever, retirer";;"verbe"
"poimia";"cueillir (baies)";;"verbe"
"poikia";"mettre bas";;"verbe"
"poikaystävä";"petit-ami (garçon)";;"nom"
"poikanen";"petit (enfant d'un animal)";;"nom"
"poikamies";"homme célibataire";;"nom"
"poika";"garçon";;"nom"
"pohtia";"songer à";;"verbe"
"pohje";"mollet";;"nom"
"pohja";"fond, base";;"nom"
"planeetta";"planète";;"nom"
"pitää";"tenir/devoir/faire une fête/bien aimer";;"verbe"
"pituushyppy";"saut en longueur";;"nom"
"pitsi";"dentelle";;"nom"
"pitsa";"pizza";;"nom"
"pitkäveteinen";"ennuyeux, inintéressant";;"adjectif"
"pitkästyä";"s'ennuyer";;"verbe"
"p";"";
"pistää";"piquer";;"verbe"
